sent,tags,parse
<p> Virus particles wind up in a whitefly 's saliva if it feeds on an infected plant .,<p>/NNP Virus/NNP particles/VBZ wind/VB up/RP in/IN a/DT whitefly/NN 's/POS saliva/NN if/IN it/PRP feeds/VBZ on/IN an/DT infected/JJ plant/NN ./.," compound(Virus-2, <p>-1) nsubj(particles-3, Virus-2) root(ROOT-0, particles-3) xcomp(particles-3, wind-4) compound:prt(wind-4, up-5) case(saliva-10, in-6) det(whitefly-8, a-7) nmod:poss(saliva-10, whitefly-8) case(whitefly-8, 's-9) nmod:in(wind-4, saliva-10) mark(feeds-13, if-11) nsubj(feeds-13, it-12) advcl(wind-4, feeds-13) case(plant-17, on-14) det(plant-17, an-15) amod(plant-17, infected-16) nmod:on(feeds-13, plant-17)  "
"Lettuce chlorosis virus stays active for 4 days in whitefly saliva ; tomato chlorosis , only 2 or 3 days . ""","Lettuce/NNP chlorosis/VBZ virus/NN stays/NNS active/JJ for/IN 4/CD days/NNS in/IN whitefly/JJ saliva/NN ;/: tomato/NN chlorosis/NNS ,/, only/RB 2/CD or/CC 3/CD days/NNS ./. ''/''"," nsubj(chlorosis-2, Lettuce-1) root(ROOT-0, chlorosis-2) compound(stays-4, virus-3) dobj(chlorosis-2, stays-4) xcomp(chlorosis-2, active-5) case(days-8, for-6) nummod(days-8, 4-7) nmod:for(active-5, days-8) case(saliva-11, in-9) amod(saliva-11, whitefly-10) nmod:in(days-8, saliva-11) compound(chlorosis-14, tomato-13) parataxis(chlorosis-2, chlorosis-14) advmod(chlorosis-14, only-16) compound(days-20, 2-17) cc(2-17, or-18) conj:or(2-17, 3-19) compound(days-20, 3-19) dep(chlorosis-14, days-20)  "
"<p> Related work has exposed silverleaf whitefly as a prime culprit in spreading pathogens belonging to another virus family , the gemini-viruses .","<p>/JJ Related/JJ work/NN has/VBZ exposed/VBN silverleaf/NN whitefly/NN as/IN a/DT prime/JJ culprit/NN in/IN spreading/VBG pathogens/NNS belonging/VBG to/TO another/DT virus/NN family/NN ,/, the/DT gemini-viruses/NNS ./."," amod(work-3, <p>-1) amod(work-3, Related-2) nsubj(exposed-5, work-3) aux(exposed-5, has-4) root(ROOT-0, exposed-5) compound(whitefly-7, silverleaf-6) dobj(exposed-5, whitefly-7) case(culprit-11, as-8) det(culprit-11, a-9) amod(culprit-11, prime-10) nmod:as(exposed-5, culprit-11) mark(spreading-13, in-12) acl(culprit-11, spreading-13) dobj(spreading-13, pathogens-14) acl(pathogens-14, belonging-15) case(family-19, to-16) det(family-19, another-17) compound(family-19, virus-18) nmod:to(belonging-15, family-19) det(gemini-viruses-22, the-21) appos(family-19, gemini-viruses-22)  "
She is producing databases with DNA sequences of the pathogens and their whitefly vectors .,She/PRP is/VBZ producing/VBG databases/NNS with/IN DNA/NN sequences/NNS of/IN the/DT pathogens/NNS and/CC their/PRP$ whitefly/JJ vectors/NNS ./.," nsubj(producing-3, She-1) aux(producing-3, is-2) root(ROOT-0, producing-3) dobj(producing-3, databases-4) case(sequences-7, with-5) compound(sequences-7, DNA-6) nmod:with(producing-3, sequences-7) case(pathogens-10, of-8) det(pathogens-10, the-9) nmod:of(sequences-7, pathogens-10) cc(pathogens-10, and-11) nmod:poss(vectors-14, their-12) amod(vectors-14, whitefly-13) nmod:of(sequences-7, vectors-14) conj:and(pathogens-10, vectors-14)  "
"<p> "" Whitefly-transmitted geminiviruses are emerging pathogens with enormous impact in many areas of the world , "" Brown says . ""","<p>/NN ''/'' Whitefly-transmitted/JJ geminiviruses/NNS are/VBP emerging/VBG pathogens/NNS with/IN enormous/JJ impact/NN in/IN many/JJ areas/NNS of/IN the/DT world/NN ,/, ''/'' Brown/NNP says/VBZ ./. ''/''"," nmod:tmod(says-20, <p>-1) amod(geminiviruses-4, Whitefly-transmitted-3) nsubj(emerging-6, geminiviruses-4) aux(emerging-6, are-5) acl:relcl(<p>-1, emerging-6) dobj(emerging-6, pathogens-7) case(impact-10, with-8) amod(impact-10, enormous-9) nmod:with(emerging-6, impact-10) case(areas-13, in-11) amod(areas-13, many-12) nmod:in(impact-10, areas-13) case(world-16, of-14) det(world-16, the-15) nmod:of(areas-13, world-16) nsubj(says-20, Brown-19) root(ROOT-0, says-20)  "
"<p> As for her whitefly genetics studies , she says , "" A given whitefly population may have an important genetic difference that a parasitic wasp can detect -- but human eyes ca n't .","<p>/RB As/IN for/IN her/PRP$ whitefly/JJ genetics/NNS studies/NNS ,/, she/PRP says/VBZ ,/, ''/'' A/DT given/VBN whitefly/NN population/NN may/MD have/VB an/DT important/JJ genetic/JJ difference/NN that/IN a/DT parasitic/JJ wasp/NN can/MD detect/VB --/: but/CC human/JJ eyes/NNS ca/MD n't/RB ./."," advmod(says-10, <p>-1) mark(says-10, As-2) case(studies-7, for-3) nmod:poss(studies-7, her-4) amod(studies-7, whitefly-5) compound(studies-7, genetics-6) nmod:for(says-10, studies-7) nsubj(says-10, she-9) dep(have-18, says-10) det(population-16, A-13) amod(population-16, given-14) compound(population-16, whitefly-15) nsubj(have-18, population-16) aux(have-18, may-17) root(ROOT-0, have-18) det(difference-22, an-19) amod(difference-22, important-20) amod(difference-22, genetic-21) dobj(have-18, difference-22) mark(detect-28, that-23) det(wasp-26, a-24) amod(wasp-26, parasitic-25) nsubj(detect-28, wasp-26) aux(detect-28, can-27) ccomp(have-18, detect-28) cc(have-18, but-30) amod(eyes-32, human-31) nsubj(ca-33, eyes-32) conj:but(have-18, ca-33) neg(ca-33, n't-34)  "
"<p> Since whitefly densities on leaves may reach thousands per square inch , there are plenty of chances for microscopic droplets of honeydew to fall onto open bolls of cotton fibers .","<p>/RB Since/IN whitefly/JJ densities/NNS on/IN leaves/NNS may/MD reach/VB thousands/NNS per/IN square/JJ inch/NN ,/, there/EX are/VBP plenty/RB of/IN chances/NNS for/IN microscopic/JJ droplets/NNS of/IN honeydew/NN to/TO fall/VB onto/IN open/JJ bolls/NNS of/IN cotton/NN fibers/NNS ./."," advmod(reach-8, <p>-1) mark(reach-8, Since-2) amod(densities-4, whitefly-3) nsubj(reach-8, densities-4) case(leaves-6, on-5) nmod:on(densities-4, leaves-6) aux(reach-8, may-7) advcl(are-15, reach-8) dobj(reach-8, thousands-9) case(inch-12, per-10) amod(inch-12, square-11) nmod:per(thousands-9, inch-12) expl(are-15, there-14) root(ROOT-0, are-15) nsubj(are-15, plenty-16) case(chances-18, of-17) nmod:of(plenty-16, chances-18) case(droplets-21, for-19) amod(droplets-21, microscopic-20) nmod:for(chances-18, droplets-21) case(honeydew-23, of-22) nmod:of(droplets-21, honeydew-23) mark(fall-25, to-24) acl(plenty-16, fall-25) case(bolls-28, onto-26) amod(bolls-28, open-27) nmod:onto(fall-25, bolls-28) case(fibers-31, of-29) compound(fibers-31, cotton-30) nmod:of(bolls-28, fibers-31)  "
"Plant physiologist Donald Hendrix at ARS ' Western Cotton Research Laboratory pinpointed the basic chemistry of more than 30 complex sugars , called oligosaccharides , in whitefly honeydew .","Plant/NNP physiologist/NNP Donald/NNP Hendrix/NNP at/IN ARS/NNP '/POS Western/NNP Cotton/NNP Research/NNP Laboratory/NNP pinpointed/VBN the/DT basic/JJ chemistry/NN of/IN more/JJR than/IN 30/CD complex/JJ sugars/NNS ,/, called/VBN oligosaccharides/NNS ,/, in/IN whitefly/JJ honeydew/NN ./."," compound(Hendrix-4, Plant-1) compound(Hendrix-4, physiologist-2) compound(Hendrix-4, Donald-3) nsubj(pinpointed-12, Hendrix-4) case(Laboratory-11, at-5) nmod:poss(Laboratory-11, ARS-6) case(ARS-6, '-7) compound(Laboratory-11, Western-8) compound(Laboratory-11, Cotton-9) compound(Laboratory-11, Research-10) nmod:at(Hendrix-4, Laboratory-11) root(ROOT-0, pinpointed-12) det(chemistry-15, the-13) amod(chemistry-15, basic-14) dobj(pinpointed-12, chemistry-15) case(sugars-21, of-16) advmod(30-19, more-17) mwe(more-17, than-18) nummod(sugars-21, 30-19) amod(sugars-21, complex-20) nmod:of(chemistry-15, sugars-21) amod(oligosaccharides-24, called-23) appos(sugars-21, oligosaccharides-24) case(honeydew-28, in-26) amod(honeydew-28, whitefly-27) nmod:in(sugars-21, honeydew-28)  "
Whitefly Count Tells When To Begin Control <p> How can a grower know when to strike against the whitefly ?,Whitefly/NNP Count/NNP Tells/NNPS When/WRB To/TO Begin/VB Control/NNP <p>/VBP How/WRB can/MD a/DT grower/NN know/VB when/WRB to/TO strike/VB against/IN the/DT whitefly/NN ?/.," compound(Tells-3, Whitefly-1) compound(Tells-3, Count-2) root(ROOT-0, Tells-3) advmod(Begin-6, When-4) mark(Begin-6, To-5) dep(Tells-3, Begin-6) nsubj(<p>-8, Control-7) ccomp(Begin-6, <p>-8) advmod(know-13, How-9) aux(know-13, can-10) det(grower-12, a-11) nsubj(know-13, grower-12) nsubj(strike-16, grower-12) dep(<p>-8, know-13) advmod(strike-16, when-14) mark(strike-16, to-15) xcomp(know-13, strike-16) case(whitefly-19, against-17) det(whitefly-19, the-18) nmod:against(strike-16, whitefly-19)  "
"It takes only a few resistant whitefly pairs out of millions of susceptible ones to negate years of research development . """,It/PRP takes/VBZ only/RB a/DT few/JJ resistant/JJ whitefly/JJ pairs/NNS out/RB of/IN millions/NNS of/IN susceptible/JJ ones/NNS to/TO negate/VB years/NNS of/IN research/NN development/NN ./. ''/''," nsubj(takes-2, It-1) root(ROOT-0, takes-2) advmod(few-5, only-3) advmod(few-5, a-4) nummod(pairs-8, few-5) amod(whitefly-7, resistant-6) amod(pairs-8, whitefly-7) dobj(takes-2, pairs-8) case(millions-11, out-9) mwe(out-9, of-10) nmod:out_of(pairs-8, millions-11) case(ones-14, of-12) amod(ones-14, susceptible-13) nmod:of(millions-11, ones-14) mark(negate-16, to-15) advcl(takes-2, negate-16) dobj(negate-16, years-17) case(development-20, of-18) compound(development-20, research-19) nmod:of(years-17, development-20)  "
"<p> In 1996 , Imperial County adopted a new trap for whitefly monitoring .","<p>/RB In/IN 1996/CD ,/, Imperial/NNP County/NNP adopted/VBD a/DT new/JJ trap/NN for/IN whitefly/JJ monitoring/NN ./."," advmod(1996-3, <p>-1) case(1996-3, In-2) nmod:in(adopted-7, 1996-3) compound(County-6, Imperial-5) nsubj(adopted-7, County-6) root(ROOT-0, adopted-7) det(trap-10, a-8) amod(trap-10, new-9) dobj(adopted-7, trap-10) case(monitoring-13, for-11) amod(monitoring-13, whitefly-12) nmod:for(adopted-7, monitoring-13)  "
<p> Alfalfa lines with some whitefly resistance have been developed by Larry Teuber at UC Davis .,<p>/NNP Alfalfa/NNP lines/NNS with/IN some/DT whitefly/JJ resistance/NN have/VBP been/VBN developed/VBN by/IN Larry/NNP Teuber/NNP at/IN UC/NNP Davis/NNP ./.," compound(lines-3, <p>-1) compound(lines-3, Alfalfa-2) nsubjpass(developed-10, lines-3) case(resistance-7, with-4) det(resistance-7, some-5) amod(resistance-7, whitefly-6) nmod:with(lines-3, resistance-7) aux(developed-10, have-8) auxpass(developed-10, been-9) root(ROOT-0, developed-10) case(Teuber-13, by-11) compound(Teuber-13, Larry-12) nmod:by(developed-10, Teuber-13) case(Davis-16, at-14) compound(Davis-16, UC-15) nmod:at(Teuber-13, Davis-16)  "
<p> The earliest cotton harvested in the United States for the past 2 years was a new commercial variety that offers some whitefly protection .,<p>/RB The/DT earliest/JJS cotton/NN harvested/VBN in/IN the/DT United/NNP States/NNPS for/IN the/DT past/JJ 2/CD years/NNS was/VBD a/DT new/JJ commercial/JJ variety/NN that/WDT offers/VBZ some/DT whitefly/JJ protection/NN ./.," advmod(variety-19, <p>-1) det(cotton-4, The-2) amod(cotton-4, earliest-3) nsubj(variety-19, cotton-4) acl(cotton-4, harvested-5) case(States-9, in-6) det(States-9, the-7) compound(States-9, United-8) nmod:in(harvested-5, States-9) case(years-14, for-10) det(years-14, the-11) amod(years-14, past-12) nummod(years-14, 2-13) nmod:for(harvested-5, years-14) cop(variety-19, was-15) det(variety-19, a-16) amod(variety-19, new-17) amod(variety-19, commercial-18) root(ROOT-0, variety-19) nsubj(offers-21, variety-19) ref(variety-19, that-20) acl:relcl(variety-19, offers-21) det(protection-24, some-22) amod(protection-24, whitefly-23) dobj(offers-21, protection-24)  "
"<p> Whitefly researchers have focused mainly on natural or nature-based controls , including quite a number of fungi , insects , and plant compounds .","<p>/NNP Whitefly/NNP researchers/NNS have/VBP focused/VBN mainly/RB on/IN natural/JJ or/CC nature-based/JJ controls/NNS ,/, including/VBG quite/RB a/DT number/NN of/IN fungi/NNS ,/, insects/NNS ,/, and/CC plant/NN compounds/NNS ./."," compound(researchers-3, <p>-1) compound(researchers-3, Whitefly-2) nsubj(focused-5, researchers-3) aux(focused-5, have-4) root(ROOT-0, focused-5) advmod(focused-5, mainly-6) case(controls-11, on-7) amod(controls-11, natural-8) cc(natural-8, or-9) conj:or(natural-8, nature-based-10) amod(controls-11, nature-based-10) nmod:on(focused-5, controls-11) case(number-16, including-13) advmod(number-16, quite-14) det(number-16, a-15) nmod:including(focused-5, number-16) case(insects-20, of-17) compound(insects-20, fungi-18) nmod:of(number-16, insects-20) cc(insects-20, and-22) compound(compounds-24, plant-23) nmod:of(number-16, compounds-24) conj:and(insects-20, compounds-24)  "
"Wasps : Sting Operations at Home and Abroad <p> ARS ' European Biological Control Laboratory in Montpellier , France , has been the primary source of whitefly natural enemies imported from abroad .","Wasps/NNS :/: Sting/NNP Operations/NNP at/IN Home/NNP and/CC Abroad/RB <p>/NNP ARS/NNP '/POS European/NNP Biological/NNP Control/NNP Laboratory/NNP in/IN Montpellier/NNP ,/, France/NNP ,/, has/VBZ been/VBN the/DT primary/JJ source/NN of/IN whitefly/JJ natural/JJ enemies/NNS imported/VBN from/IN abroad/RB ./."," nsubj(source-25, Wasps-1) compound(Operations-4, Sting-3) dep(Wasps-1, Operations-4) case(Home-6, at-5) nmod:at(Operations-4, Home-6) cc(Wasps-1, and-7) advmod(Laboratory-15, Abroad-8) compound(ARS-10, <p>-9) nmod:poss(Laboratory-15, ARS-10) case(ARS-10, '-11) compound(Laboratory-15, European-12) compound(Laboratory-15, Biological-13) compound(Laboratory-15, Control-14) conj:and(Wasps-1, Laboratory-15) nsubj(source-25, Laboratory-15) case(France-19, in-16) compound(France-19, Montpellier-17) nmod:in(Laboratory-15, France-19) aux(source-25, has-21) cop(source-25, been-22) det(source-25, the-23) amod(source-25, primary-24) root(ROOT-0, source-25) case(enemies-29, of-26) amod(enemies-29, whitefly-27) amod(enemies-29, natural-28) nmod:of(source-25, enemies-29) acl(enemies-29, imported-30) case(abroad-32, from-31) advcl:from(imported-30, abroad-32)  "
"<p> Since 1993 , the APHIS workers have reared 46 species or populations of exotic whitefly parasites and predators .","<p>/RB Since/IN 1993/CD ,/, the/DT APHIS/NNP workers/NNS have/VBP reared/VBN 46/CD species/NNS or/CC populations/NNS of/IN exotic/JJ whitefly/NN parasites/NNS and/CC predators/NNS ./."," advmod(1993-3, <p>-1) case(1993-3, Since-2) nmod:since(reared-9, 1993-3) det(workers-7, the-5) compound(workers-7, APHIS-6) nsubj(reared-9, workers-7) aux(reared-9, have-8) root(ROOT-0, reared-9) nummod(species-11, 46-10) dobj(reared-9, species-11) cc(species-11, or-12) dobj(reared-9, populations-13) conj:or(species-11, populations-13) case(parasites-17, of-14) amod(parasites-17, exotic-15) compound(parasites-17, whitefly-16) nmod:of(species-11, parasites-17) cc(parasites-17, and-18) nmod:of(species-11, predators-19) conj:and(parasites-17, predators-19)  "
The female Eretmocerus wasp deposits an egg under a whitefly larva .,The/DT female/JJ Eretmocerus/NNP wasp/NN deposits/NNS an/DT egg/NN under/IN a/DT whitefly/JJ larva/NN ./.," det(deposits-5, The-1) amod(deposits-5, female-2) compound(deposits-5, Eretmocerus-3) compound(deposits-5, wasp-4) root(ROOT-0, deposits-5) det(egg-7, an-6) dep(deposits-5, egg-7) case(larva-11, under-8) det(larva-11, a-9) amod(larva-11, whitefly-10) nmod:under(egg-7, larva-11)  "
"The egg hatches , and the immature wasp feeds on the whitefly , killing it .","The/DT egg/NN hatches/VBZ ,/, and/CC the/DT immature/JJ wasp/NN feeds/VBZ on/IN the/DT whitefly/NN ,/, killing/VBG it/PRP ./."," det(egg-2, The-1) nsubj(hatches-3, egg-2) root(ROOT-0, hatches-3) cc(hatches-3, and-5) det(wasp-8, the-6) amod(wasp-8, immature-7) nsubj(feeds-9, wasp-8) conj:and(hatches-3, feeds-9) case(whitefly-12, on-10) det(whitefly-12, the-11) nmod:on(feeds-9, whitefly-12) xcomp(feeds-9, killing-14) dobj(killing-14, it-15)  "
Wasps that pass muster could join growers anti-whitefly arsenal .,Wasps/NNS that/WDT pass/VBP muster/NN could/MD join/VB growers/JJ anti-whitefly/JJ arsenal/NN ./.," nsubj(pass-3, Wasps-1) nsubj(join-6, Wasps-1) ref(Wasps-1, that-2) acl:relcl(Wasps-1, pass-3) dobj(pass-3, muster-4) aux(join-6, could-5) root(ROOT-0, join-6) amod(arsenal-9, growers-7) amod(arsenal-9, anti-whitefly-8) dobj(join-6, arsenal-9)  "
"Each assay uses a custom-built molecule that binds only to a specific protein -- in one case , a protein in whitefly eggs .","Each/DT assay/NN uses/VBZ a/DT custom-built/JJ molecule/NN that/WDT binds/VBZ only/RB to/TO a/DT specific/JJ protein/NN --/: in/IN one/CD case/NN ,/, a/DT protein/NN in/IN whitefly/JJ eggs/NNS ./."," det(assay-2, Each-1) nsubj(uses-3, assay-2) root(ROOT-0, uses-3) det(molecule-6, a-4) amod(molecule-6, custom-built-5) dobj(uses-3, molecule-6) nsubj(binds-8, molecule-6) ref(molecule-6, that-7) acl:relcl(molecule-6, binds-8) advmod(binds-8, only-9) case(protein-13, to-10) det(protein-13, a-11) amod(protein-13, specific-12) nmod:to(binds-8, protein-13) case(case-17, in-15) nummod(case-17, one-16) nmod:in(molecule-6, case-17) det(protein-20, a-19) appos(case-17, protein-20) case(eggs-23, in-21) amod(eggs-23, whitefly-22) nmod:in(protein-20, eggs-23)  "
So it reveals whether the predator recently had a meal of whitefly eggs .,So/IN it/PRP reveals/VBZ whether/IN the/DT predator/NN recently/RB had/VBD a/DT meal/NN of/IN whitefly/JJ eggs/NNS ./.," dep(reveals-3, So-1) nsubj(reveals-3, it-2) root(ROOT-0, reveals-3) mark(had-8, whether-4) det(predator-6, the-5) nsubj(had-8, predator-6) advmod(had-8, recently-7) ccomp(reveals-3, had-8) det(meal-10, a-9) dobj(had-8, meal-10) case(eggs-13, of-11) amod(eggs-13, whitefly-12) nmod:of(meal-10, eggs-13)  "
But almost two-thirds of the beetles tested positive for whitefly eggs .,But/CC almost/RB two-thirds/NNS of/IN the/DT beetles/NNS tested/VBD positive/JJ for/IN whitefly/JJ eggs/NNS ./.," cc(tested-7, But-1) advmod(two-thirds-3, almost-2) nsubj(tested-7, two-thirds-3) case(beetles-6, of-4) det(beetles-6, the-5) nmod:of(two-thirds-3, beetles-6) root(ROOT-0, tested-7) xcomp(tested-7, positive-8) case(eggs-11, for-9) amod(eggs-11, whitefly-10) nmod:for(tested-7, eggs-11)  "
<p> A predator from India also shows a hearty appetite for whitefly eggs .,<p>/RB A/DT predator/NN from/IN India/NNP also/RB shows/VBZ a/DT hearty/JJ appetite/NN for/IN whitefly/JJ eggs/NNS ./.," advmod(shows-7, <p>-1) det(predator-3, A-2) nsubj(shows-7, predator-3) case(India-5, from-4) nmod:from(predator-3, India-5) advmod(shows-7, also-6) root(ROOT-0, shows-7) det(appetite-10, a-8) amod(appetite-10, hearty-9) dobj(shows-7, appetite-10) case(eggs-13, for-11) amod(eggs-13, whitefly-12) nmod:for(appetite-10, eggs-13)  "
"Each beetle ate about 600 whitefly eggs and nymphs in 24 hours , according to Texas A &M's; Jesusa Legaspi and Benjamin Legaspi .","Each/DT beetle/NN ate/VBD about/RB 600/CD whitefly/NN eggs/NNS and/CC nymphs/NNS in/IN 24/CD hours/NNS ,/, according/VBG to/TO Texas/NNP A/NNP &/CC M/NNP 's/POS ;/: Jesusa/NNP Legaspi/NNP and/CC Benjamin/NNP Legaspi/NNP ./."," det(beetle-2, Each-1) nsubj(ate-3, beetle-2) root(ROOT-0, ate-3) advmod(600-5, about-4) nummod(eggs-7, 600-5) compound(eggs-7, whitefly-6) dobj(ate-3, eggs-7) cc(eggs-7, and-8) dobj(ate-3, nymphs-9) conj:and(eggs-7, nymphs-9) case(hours-12, in-10) nummod(hours-12, 24-11) nmod:in(ate-3, hours-12) case(Texas-16, according-14) mwe(according-14, to-15) nmod:according_to(ate-3, Texas-16) nmod:poss(Texas-16, A-17) cc(A-17, &-18) nmod:poss(Texas-16, M-19) conj:&(A-17, M-19) case(A-17, 's-20) compound(Legaspi-23, Jesusa-22) dep(Texas-16, Legaspi-23) cc(Legaspi-23, and-24) compound(Legaspi-26, Benjamin-25) dep(Texas-16, Legaspi-26) conj:and(Legaspi-23, Legaspi-26)  "
"Helpful Fungi <p> In March 1995 , the EPA approved commercial use of Mycotrol , a product made with a whitefly-killing fungus , Beauveria bassiana .","Helpful/NNP Fungi/NNP <p>/VBP In/IN March/NNP 1995/CD ,/, the/DT EPA/NNP approved/VBD commercial/JJ use/NN of/IN Mycotrol/NNP ,/, a/DT product/NN made/VBD with/IN a/DT whitefly-killing/JJ fungus/NN ,/, Beauveria/NNP bassiana/NNP ./."," compound(Fungi-2, Helpful-1) nsubj(<p>-3, Fungi-2) ccomp(made-18, <p>-3) case(March-5, In-4) nmod:in(approved-10, March-5) nummod(March-5, 1995-6) det(EPA-9, the-8) nsubj(approved-10, EPA-9) ccomp(<p>-3, approved-10) amod(use-12, commercial-11) dobj(approved-10, use-12) case(Mycotrol-14, of-13) nmod:of(use-12, Mycotrol-14) det(product-17, a-16) nsubj(made-18, product-17) root(ROOT-0, made-18) case(fungus-22, with-19) det(fungus-22, a-20) amod(fungus-22, whitefly-killing-21) nmod:with(made-18, fungus-22) compound(bassiana-25, Beauveria-24) appos(fungus-22, bassiana-25)  "
The fungi invade the whitefly and destroy its insides .,The/DT fungi/NNS invade/VB the/DT whitefly/NN and/CC destroy/VB its/PRP$ insides/NNS ./.," det(fungi-2, The-1) nsubj(invade-3, fungi-2) nsubj(destroy-7, fungi-2) root(ROOT-0, invade-3) det(whitefly-5, the-4) dobj(invade-3, whitefly-5) cc(invade-3, and-6) conj:and(invade-3, destroy-7) nmod:poss(insides-9, its-8) dobj(destroy-7, insides-9)  "
"Earlier , the scientists found that the fungus does n't invade a whitefly already doomed by a developing wasp parasite .","Earlier/RB ,/, the/DT scientists/NNS found/VBD that/IN the/DT fungus/NN does/VBZ n't/RB invade/VB a/DT whitefly/NN already/RB doomed/VBN by/IN a/DT developing/VBG wasp/NN parasite/NN ./."," advmod(found-5, Earlier-1) det(scientists-4, the-3) nsubj(found-5, scientists-4) root(ROOT-0, found-5) mark(invade-11, that-6) det(fungus-8, the-7) nsubj(invade-11, fungus-8) aux(invade-11, does-9) neg(invade-11, n't-10) ccomp(found-5, invade-11) det(whitefly-13, a-12) dobj(invade-11, whitefly-13) advmod(doomed-15, already-14) amod(whitefly-13, doomed-15) case(parasite-20, by-16) det(parasite-20, a-17) amod(parasite-20, developing-18) compound(parasite-20, wasp-19) nmod:by(invade-11, parasite-20)  "
"( K7555-1 ) <p> PHOTO ( COLOR ) : The silvering and netting of veins in leaves caused by the feeding of certain whitefly nymphs led scientists to name this new biotype "" silverleaf whitefly . """,-LRB-/-LRB- K7555-1/NNP -RRB-/-RRB- <p>/NNP PHOTO/NNP -LRB-/-LRB- COLOR/NNP -RRB-/-RRB- :/: The/DT silvering/VBG and/CC netting/VBG of/IN veins/NNS in/IN leaves/NNS caused/VBN by/IN the/DT feeding/NN of/IN certain/JJ whitefly/NN nymphs/NNS led/VBN scientists/NNS to/TO name/VB this/DT new/JJ biotype/NN ''/'' silverleaf/NN whitefly/RB ./. ''/''," compound(PHOTO-5, K7555-1-2) compound(PHOTO-5, <p>-4) root(ROOT-0, PHOTO-5) appos(PHOTO-5, COLOR-7) dep(PHOTO-5, The-10) amod(The-10, silvering-11) cc(The-10, and-12) dep(PHOTO-5, netting-13) conj:and(The-10, netting-13) case(veins-15, of-14) nmod:of(The-10, veins-15) case(leaves-17, in-16) nmod:in(veins-15, leaves-17) acl(leaves-17, caused-18) case(feeding-21, by-19) det(feeding-21, the-20) nmod:by(caused-18, feeding-21) case(nymphs-25, of-22) amod(nymphs-25, certain-23) compound(nymphs-25, whitefly-24) nmod:of(feeding-21, nymphs-25) acl(nymphs-25, led-26) dobj(led-26, scientists-27) mark(name-29, to-28) advcl(led-26, name-29) det(silverleaf-34, this-30) amod(silverleaf-34, new-31) compound(silverleaf-34, biotype-32) dobj(name-29, silverleaf-34) advmod(name-29, whitefly-35)  "
"( K7401-15 ) <p> PHOTO ( COLOR ) : To estimate whitefly population density in a cottonfield , entomologist Steve Naranjo inspects the undersides of plant leaves .","-LRB-/-LRB- K7401-15/NNP -RRB-/-RRB- <p>/NNP PHOTO/NNP -LRB-/-LRB- COLOR/NNP -RRB-/-RRB- :/: To/TO estimate/VB whitefly/JJ population/NN density/NN in/IN a/DT cottonfield/NN ,/, entomologist/NN Steve/NNP Naranjo/NNP inspects/VBZ the/DT undersides/NNS of/IN plant/NN leaves/NNS ./."," appos(PHOTO-5, K7401-15-2) compound(PHOTO-5, <p>-4) root(ROOT-0, PHOTO-5) appos(PHOTO-5, COLOR-7) mark(estimate-11, To-10) advcl(inspects-22, estimate-11) amod(density-14, whitefly-12) compound(density-14, population-13) dobj(estimate-11, density-14) case(cottonfield-17, in-15) det(cottonfield-17, a-16) nmod:in(density-14, cottonfield-17) compound(Naranjo-21, entomologist-19) compound(Naranjo-21, Steve-20) nsubj(inspects-22, Naranjo-21) parataxis(PHOTO-5, inspects-22) det(undersides-24, the-23) dobj(inspects-22, undersides-24) case(leaves-27, of-25) compound(leaves-27, plant-26) nmod:of(undersides-24, leaves-27)  "
"( K7554-9 ) <p> PHOTO ( COLOR ) : A native predator , this adult Delphastus pusillus beetle feasts on whitefly nymphs .","-LRB-/-LRB- K7554-9/NNP -RRB-/-RRB- <p>/NNP PHOTO/NNP -LRB-/-LRB- COLOR/NNP -RRB-/-RRB- :/: A/DT native/JJ predator/NN ,/, this/DT adult/NN Delphastus/NNP pusillus/VBZ beetle/JJ feasts/NNS on/IN whitefly/JJ nymphs/NNS ./."," appos(PHOTO-5, K7554-9-2) compound(PHOTO-5, <p>-4) root(ROOT-0, PHOTO-5) appos(PHOTO-5, COLOR-7) det(predator-12, A-10) amod(predator-12, native-11) dep(PHOTO-5, predator-12) det(adult-15, this-14) appos(predator-12, adult-15) nsubj(pusillus-17, Delphastus-16) acl:relcl(adult-15, pusillus-17) amod(feasts-19, beetle-18) dobj(pusillus-17, feasts-19) case(nymphs-22, on-20) amod(nymphs-22, whitefly-21) nmod:on(pusillus-17, nymphs-22)  "
"( K4852-3 ) <p> PHOTO ( COLOR ) : A minute pirate bug , Oris insidiosus , feeds on whitefly nymphs .","-LRB-/-LRB- K4852-3/NNP -RRB-/-RRB- <p>/NNP PHOTO/NNP -LRB-/-LRB- COLOR/NNP -RRB-/-RRB- :/: A/DT minute/JJ pirate/NN bug/NN ,/, Oris/NNP insidiosus/NNS ,/, feeds/VBZ on/IN whitefly/JJ nymphs/NNS ./."," appos(PHOTO-5, K4852-3-2) compound(PHOTO-5, <p>-4) nsubj(feeds-18, PHOTO-5) appos(PHOTO-5, COLOR-7) det(bug-13, A-10) amod(bug-13, minute-11) compound(bug-13, pirate-12) dep(PHOTO-5, bug-13) compound(insidiosus-16, Oris-15) appos(bug-13, insidiosus-16) root(ROOT-0, feeds-18) case(nymphs-21, on-19) amod(nymphs-21, whitefly-20) nmod:on(feeds-18, nymphs-21)  "
